,Mouse,track_length,correct,condition_b1_p2
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,3.0,331.0,0.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,1.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,88.0,0.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,1.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,118.0,0.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,1.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,163.0,0.0,2.0
0,4.0,230.0,1.0,2.0
0,4.0,230.0,1.0,2.0
0,4.0,230.0,1.0,2.0
0,4.0,230.0,1.0,2.0
0,4.0,230.0,1.0,2.0
0,4.0,230.0,1.0,2.0
0,4.0,230.0,1.0,2.0
0,4.0,230.0,1.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,230.0,0.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,1.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,331.0,0.0,2.0
0,4.0,481.0,1.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,4.0,481.0,0.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,1.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,88.0,0.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
0,5.0,118.0,1.0,2.0
